BIN	GENEID	HALFLIFE
10	ENSMUSG00000000916	-0.431922017458932
10	ENSMUSG00000000934	0.708471468513995
4	ENSMUSG00000000942	-1.49135631677285
2	ENSMUSG00000000957	0.396020228582514
9	ENSMUSG00000000958	0.650814210315642
10	ENSMUSG00000000959	0.56022341454478
10	ENSMUSG00000000976	-0.269372219542352
8	ENSMUSG00000000982	1.02103659568422
6	ENSMUSG00000001014	0.278342082013991
5	ENSMUSG00000001016	0.753521362330774
9	ENSMUSG00000001017	-0.335387600235357
5	ENSMUSG00000001018	0.331898600776202
10	ENSMUSG00000001020	1.89306192531209
6	ENSMUSG00000001021	0.515015950771099
2	ENSMUSG00000001023	1.55508040661659
8	ENSMUSG00000001025	2.18322370685108
9	ENSMUSG00000001029	-0.523739335832696
6	ENSMUSG00000001034	-1.12931425950131
6	ENSMUSG00000001036	-0.775119251395557
2	ENSMUSG00000001039	1.32043184968422
7	ENSMUSG00000001052	-1.36553091734872
1	ENSMUSG00000001053	-1.71558748344851
10	ENSMUSG00000001054	-0.599759692369545
2	ENSMUSG00000001056	0.796854708485871
7	ENSMUSG00000001065	-0.57109577633849
6	ENSMUSG00000001082	1.55013422264444
3	ENSMUSG00000001089	-1.18906091507824
4	ENSMUSG00000001098	-0.310199491379988
1	ENSMUSG00000001100	0.450421660978891
10	ENSMUSG00000001105	0.463589235078784
2	ENSMUSG00000001119	2.06686623037135
2	ENSMUSG00000001120	0.0244734711041944
4	ENSMUSG00000001123	2.41112781543835
3	ENSMUSG00000001127	0.929380754080412
1	ENSMUSG00000001128	1.07188238139427
8	ENSMUSG00000001131	0.997893063189738
8	ENSMUSG00000001134	1.58044151215912
7	ENSMUSG00000001138	-0.735144296579688
5	ENSMUSG00000001143	0.802060034707188
2	ENSMUSG00000001150	0.160066761442407
5	ENSMUSG00000001151	-0.329868247205642
10	ENSMUSG00000001155	-0.114127218864882
4	ENSMUSG00000001156	-0.768285910022127
7	ENSMUSG00000001157	0.896196113982772
5	ENSMUSG00000001158	0.523906151284923
8	ENSMUSG00000001166	0.204758346174963
3	ENSMUSG00000001173	1.02218130900038
7	ENSMUSG00000001175	1.32370757979269
4	ENSMUSG00000001211	1.26273320957629
4	ENSMUSG00000001227	-0.241118622639206
6	ENSMUSG00000001228	0.356852999074708
5	ENSMUSG00000001229	1.19628545826983
2	ENSMUSG00000001240	1.09090655407906
5	ENSMUSG00000001247	-0.037092588720011
9	ENSMUSG00000001248	-0.78197752000742
6	ENSMUSG00000001249	-0.614703103775138
3	ENSMUSG00000001270	1.17619519763645
3	ENSMUSG00000001280	-0.897213253452582
7	ENSMUSG00000001281	1.36028633925074
9	ENSMUSG00000001285	-0.0870257357112839
6	ENSMUSG00000001288	-0.0347441758988504
10	ENSMUSG00000001289	1.66305102346248
9	ENSMUSG00000001300	-2.16212579180314
9	ENSMUSG00000001305	-0.406939022701991
6	ENSMUSG00000001313	1.11860235546319
7	ENSMUSG00000001323	0.714928270567954
9	ENSMUSG00000001333	-0.504326006975462
4	ENSMUSG00000001334	-0.695506955837867
6	ENSMUSG00000001348	1.31151503055358
1	ENSMUSG00000001349	1.49910473272199
7	ENSMUSG00000001366	-0.265096510235053
6	ENSMUSG00000001376	0.441722989237055
10	ENSMUSG00000001380	0.842032449737119
1	ENSMUSG00000001383	0.982596690070837
2	ENSMUSG00000001403	0.209011511489431
8	ENSMUSG00000001415	0.347991817300884
4	ENSMUSG00000001416	0.918492556242415
7	ENSMUSG00000001418	1.83571902077643
10	ENSMUSG00000001419	-0.893280950423914
10	ENSMUSG00000001420	-0.645958656944643
8	ENSMUSG00000001424	2.01626388944982
3	ENSMUSG00000001436	-0.567820459579753
9	ENSMUSG00000001440	0.551417444326518
8	ENSMUSG00000001441	0.297914988714353
10	ENSMUSG00000001444	-0.640770248733754
9	ENSMUSG00000001445	0.459334971087253
10	ENSMUSG00000001467	-0.162149932620067
5	ENSMUSG00000001472	0.656279683050511
1	ENSMUSG00000001473	-0.184614457847806
10	ENSMUSG00000001482	0.687473269781572
6	ENSMUSG00000001493	-1.09115068527763
7	ENSMUSG00000001494	0.347289942220834
7	ENSMUSG00000001496	2.48835646744962
6	ENSMUSG00000001497	-0.829042961395418
5	ENSMUSG00000001504	-1.93042211924157
10	ENSMUSG00000001506	2.17768615377756
3	ENSMUSG00000001507	0.595244614136035
8	ENSMUSG00000001510	-2.18417491112188
5	ENSMUSG00000001517	-0.0295202676939723
5	ENSMUSG00000001518	-0.396727223543331
1	ENSMUSG00000001520	0.243034507601423
5	ENSMUSG00000001521	-0.25002414274269
6	ENSMUSG00000001524	0.528458664609497
9	ENSMUSG00000001525	0.54374811634121
7	ENSMUSG00000001542	-1.12545002664088
1	ENSMUSG00000001552	0.928628780208047
9	ENSMUSG00000001555	1.33926298652526
2	ENSMUSG00000001558	-2.01747381309512
1	ENSMUSG00000001569	-0.930534266530192
9	ENSMUSG00000001576	1.38063524737061
2	ENSMUSG00000001583	-0.0941664962027805
1	ENSMUSG00000001588	1.34011803271367
10	ENSMUSG00000001604	0.863776810878511
5	ENSMUSG00000001622	0.688057118947876
1	ENSMUSG00000001627	-2.14084144821521
8	ENSMUSG00000001630	-1.373860346033
4	ENSMUSG00000001632	-1.65515262682616
3	ENSMUSG00000001642	1.85500205612631
8	ENSMUSG00000001655	-0.769427058582297
5	ENSMUSG00000001656	-2.30967358868485
7	ENSMUSG00000001657	-0.127145176551085
9	ENSMUSG00000001661	-0.550736700070701
9	ENSMUSG00000001663	2.0132368503202
9	ENSMUSG00000001665	0.947483504590452
5	ENSMUSG00000001666	1.73329515863483
8	ENSMUSG00000001672	0.0609238829493369
10	ENSMUSG00000001674	0.132711963222563
2	ENSMUSG00000001687	-0.463777388651434
6	ENSMUSG00000001700	-0.930895932283265
8	ENSMUSG00000001707	-0.653030070128598
9	ENSMUSG00000001729	1.13920937145531
1	ENSMUSG00000001739	0.379054838715882
4	ENSMUSG00000001741	-0.347350472854597
6	ENSMUSG00000001750	0.0540218239951873
1	ENSMUSG00000001751	1.31532247421268
7	ENSMUSG00000001755	0.153670842141699
10	ENSMUSG00000001761	0.666564554276907
5	ENSMUSG00000001763	0.153751083800752
9	ENSMUSG00000001767	0.128775641165899
9	ENSMUSG00000001768	-1.60107511440706
8	ENSMUSG00000001774	-0.0757965798795527
8	ENSMUSG00000001783	0.720042642902344
6	ENSMUSG00000001785	-0.0776200544612487
10	ENSMUSG00000001786	-0.444550566614007
6	ENSMUSG00000001794	2.11030032081873
1	ENSMUSG00000001802	0.151158857218262
7	ENSMUSG00000001815	1.06307933285234
7	ENSMUSG00000001823	0.489523092638638
8	ENSMUSG00000001827	1.25936477323747
7	ENSMUSG00000001829	1.7917920007729
4	ENSMUSG00000001833	0.622363143429882
6	ENSMUSG00000001844	1.21796519291653
9	ENSMUSG00000001847	0.6589262883865
9	ENSMUSG00000001855	-0.00432696929001472
10	ENSMUSG00000001864	0.842800649283478
9	ENSMUSG00000001870	0.567813093855713
2	ENSMUSG00000001891	1.15511753763452
5	ENSMUSG00000001901	0.0329316451128931
3	ENSMUSG00000001909	0.358460582118437
6	ENSMUSG00000001910	-0.046254917593132
3	ENSMUSG00000001911	0.482083423187732
2	ENSMUSG00000001918	0.325703996385806
5	ENSMUSG00000001924	1.96088238178282
4	ENSMUSG00000001930	0.878876593898666
7	ENSMUSG00000001942	1.3344886515034
1	ENSMUSG00000001943	1.39036338305143
2	ENSMUSG00000001946	-1.34423955700135
2	ENSMUSG00000001948	1.52991716457692
3	ENSMUSG00000001962	0.490484821658426
1	ENSMUSG00000001964	0.874947890968969
1	ENSMUSG00000001983	-0.938082720075883
4	ENSMUSG00000001986	1.34127529496072
8	ENSMUSG00000001988	-0.31923528425631
6	ENSMUSG00000001995	-1.05416050079853
6	ENSMUSG00000001998	0.131444659687751
8	ENSMUSG00000001999	0.857980597681112
8	ENSMUSG00000002006	0.554834296303117
4	ENSMUSG00000002007	-0.402597537667786
6	ENSMUSG00000002010	1.60412890900559
4	ENSMUSG00000002012	0.649376723134066
2	ENSMUSG00000002014	1.55022948237265
1	ENSMUSG00000002015	1.51238615438072
7	ENSMUSG00000002017	-0.380739604847782
2	ENSMUSG00000002020	0.392822834238884
1	ENSMUSG00000002028	-0.516910106880272
10	ENSMUSG00000002031	0.906245117294123
7	ENSMUSG00000002032	1.34851838663973
8	ENSMUSG00000002043	1.96110641186054
8	ENSMUSG00000002052	0.495443896323089
8	ENSMUSG00000002055	-0.18121222546678
10	ENSMUSG00000002058	0.473772927310108
7	ENSMUSG00000002059	0.453737040942493
7	ENSMUSG00000002064	0.240583401700548
7	ENSMUSG00000002068	-0.882195679187474
3	ENSMUSG00000002076	1.63123723062999
3	ENSMUSG00000002083	-1.8486862682836
1	ENSMUSG00000002100	0.378142745016474
7	ENSMUSG00000002102	0.840983289866029
3	ENSMUSG00000002103	0.463150483330725
5	ENSMUSG00000002104	0.315076288737593
6	ENSMUSG00000002105	0.218652896855345
10	ENSMUSG00000002107	0.186243407734681
4	ENSMUSG00000002108	0.101683881113842
1	ENSMUSG00000002109	1.12996102441284
6	ENSMUSG00000002129	-0.213960905367519
4	ENSMUSG00000002147	0.529155605274811
5	ENSMUSG00000002190	1.15466525321904
1	ENSMUSG00000002204	1.4223665413434
3	ENSMUSG00000002205	0.243813330072734
7	ENSMUSG00000002210	0.00722317854400825
2	ENSMUSG00000002221	-0.420533456757076
8	ENSMUSG00000002222	-0.14558091999079
3	ENSMUSG00000002227	1.17044810477754
4	ENSMUSG00000002228	0.933566901127797
6	ENSMUSG00000002233	0.797365218811421
3	ENSMUSG00000002250	-0.716570743928334
6	ENSMUSG00000002257	-0.319809875893237
10	ENSMUSG00000002265	0.623288447726132
5	ENSMUSG00000002266	-0.437863384234934
10	ENSMUSG00000002274	1.51295377644072
1	ENSMUSG00000002279	0.98814223047703
5	ENSMUSG00000002280	-0.132773009797564
1	ENSMUSG00000002289	-2.21850783001058
5	ENSMUSG00000002297	-1.0360892866108
6	ENSMUSG00000002307	-1.24509806448718
1	ENSMUSG00000002308	0.705148859172462
5	ENSMUSG00000002319	1.10790327501876
5	ENSMUSG00000002320	0.675633899730512
1	ENSMUSG00000002324	-0.0842073195523596
10	ENSMUSG00000002325	-0.566184723467612
10	ENSMUSG00000002326	0.357906017307486
6	ENSMUSG00000002329	0.314460767219343
1	ENSMUSG00000002332	1.71242579198732
10	ENSMUSG00000002342	0.745496286289522
3	ENSMUSG00000002343	-0.425364588264366
4	ENSMUSG00000002345	1.21045654928377
7	ENSMUSG00000002346	1.09641550578826
10	ENSMUSG00000002365	0.168262839938149
2	ENSMUSG00000002372	-0.694752020112549
2	ENSMUSG00000002379	2.28056344337074
2	ENSMUSG00000002384	1.31497007822931
2	ENSMUSG00000002393	-0.126441150279935
5	ENSMUSG00000002395	1.29103218349317
9	ENSMUSG00000002396	0.55477331295605
2	ENSMUSG00000002409	-0.496071665986576
7	ENSMUSG00000002413	-0.538488065561093
1	ENSMUSG00000002416	1.5336716472845
5	ENSMUSG00000002428	0.00762510395444679
10	ENSMUSG00000002455	0.329819797883251
4	ENSMUSG00000002458	-0.1784364810679
5	ENSMUSG00000002459	-0.615040208461501
7	ENSMUSG00000002477	0.209942365864362
8	ENSMUSG00000002486	-0.271204956743521
4	ENSMUSG00000002489	-0.0587708312062521
4	ENSMUSG00000002496	1.54183167380074
6	ENSMUSG00000002500	1.53140552311035
8	ENSMUSG00000002504	1.11489359793595
2	ENSMUSG00000002524	-0.389874593176568
10	ENSMUSG00000002546	-0.255650132516907
2	ENSMUSG00000002550	-0.238862485393913
7	ENSMUSG00000002565	0.282957741852382
3	ENSMUSG00000002578	-0.582395677495981
9	ENSMUSG00000002580	1.98377029436728
10	ENSMUSG00000002602	1.06473978888592
6	ENSMUSG00000002603	-0.246289566094598
5	ENSMUSG00000002608	-0.0638529014042809
5	ENSMUSG00000002617	-1.30717164550413
5	ENSMUSG00000002625	0.429343706542249
3	ENSMUSG00000002635	-0.477073985115441
9	ENSMUSG00000002658	-0.129621065501344
9	ENSMUSG00000002660	0.51756943549578
10	ENSMUSG00000002661	0.346258192358236
10	ENSMUSG00000002668	-0.360773789738545
6	ENSMUSG00000002679	-0.765132231739089
6	ENSMUSG00000002688	0.1217342135279
2	ENSMUSG00000002718	0.292467593791553
8	ENSMUSG00000002728	-0.919769914560606
7	ENSMUSG00000002731	0.721906872982572
1	ENSMUSG00000002732	1.12312454448078
2	ENSMUSG00000002733	-0.114476547194071
8	ENSMUSG00000002741	0.479964282730803
4	ENSMUSG00000002748	-0.62532444918431
7	ENSMUSG00000002763	0.943477591512962
6	ENSMUSG00000002767	0.548832467267474
3	ENSMUSG00000002768	0.989570503902043
10	ENSMUSG00000002769	0.971111180244377
3	ENSMUSG00000002771	0.666099442467399
1	ENSMUSG00000002778	1.21000637134946
10	ENSMUSG00000002781	1.13806500083655
1	ENSMUSG00000002797	0.083675679571319
3	ENSMUSG00000002799	-0.925379368296645
6	ENSMUSG00000002803	-0.823765956813452
10	ENSMUSG00000002804	0.857226052713258
3	ENSMUSG00000002808	1.17948670626816
5	ENSMUSG00000002812	1.58367562098385
10	ENSMUSG00000002814	-1.64520290289285
1	ENSMUSG00000002820	-0.521099060915845
10	ENSMUSG00000002825	-0.0719600613861348
5	ENSMUSG00000002831	0.676337394241173
9	ENSMUSG00000002833	0.355079218023421
8	ENSMUSG00000002835	-0.844241393031658
6	ENSMUSG00000002844	0.702785792748869
7	ENSMUSG00000002845	-0.814598218220018
6	ENSMUSG00000002846	0.629978969881831
10	ENSMUSG00000002847	1.50629861138751
7	ENSMUSG00000002870	0.555956241236565
3	ENSMUSG00000002871	-0.431675042915054
3	ENSMUSG00000002881	0.217829021454248
3	ENSMUSG00000002885	0.312932536090887
10	ENSMUSG00000002897	-1.56481633327891
7	ENSMUSG00000002900	1.28102330927755
8	ENSMUSG00000002908	-0.416934647934882
10	ENSMUSG00000002910	-0.222089068744949
8	ENSMUSG00000002944	0.642069032784831
3	ENSMUSG00000002948	-1.03973726543713
9	ENSMUSG00000002949	-0.271185941951103
1	ENSMUSG00000002957	1.35531790949566
7	ENSMUSG00000002963	-0.0890779269914796
7	ENSMUSG00000002968	0.846703822894567
10	ENSMUSG00000002980	1.83434411682874
9	ENSMUSG00000002981	1.23487715190485
10	ENSMUSG00000002983	-0.923194857961786
10	ENSMUSG00000002984	0.724242883682555
6	ENSMUSG00000002985	0.521377964761856
7	ENSMUSG00000002992	0.746166047423443
7	ENSMUSG00000002996	-1.11641771124815
1	ENSMUSG00000002997	0.480914041293539
4	ENSMUSG00000003031	-1.48711124614696
5	ENSMUSG00000003032	-2.0069385073074
6	ENSMUSG00000003033	0.67945254500362
9	ENSMUSG00000003037	0.33716125066617
5	ENSMUSG00000003038	1.0944795814964
6	ENSMUSG00000003039	0.114770912763036
4	ENSMUSG00000003051	-1.50597582028299
9	ENSMUSG00000003062	0.963494393211792
1	ENSMUSG00000003068	-0.0451374212193465
9	ENSMUSG00000003070	-0.79910690089402
2	ENSMUSG00000003072	1.75690423991557
9	ENSMUSG00000003099	0.602168856925072
1	ENSMUSG00000003119	-1.25459462829009
4	ENSMUSG00000003123	-0.631904859669244
10	ENSMUSG00000003131	-0.721194572997483
8	ENSMUSG00000003134	0.503481712307506
9	ENSMUSG00000003135	-0.727218220713139
9	ENSMUSG00000003153	0.757276314501927
8	ENSMUSG00000003154	-1.03285781939893
2	ENSMUSG00000003161	1.48076041435059
2	ENSMUSG00000003166	-0.10839199728981
3	ENSMUSG00000003184	-0.566716734292865
4	ENSMUSG00000003190	0.209176878118233
9	ENSMUSG00000003198	-1.9689378369967
3	ENSMUSG00000003199	1.77251504617048
8	ENSMUSG00000003200	-0.233475637719965
1	ENSMUSG00000003206	0.58840152879861
3	ENSMUSG00000003208	-1.37161757575467
8	ENSMUSG00000003226	-0.604149573996573
10	ENSMUSG00000003228	0.129556797526387
7	ENSMUSG00000003233	-0.119157130318328
3	ENSMUSG00000003234	-0.138679279658738
1	ENSMUSG00000003235	1.32459025950807
4	ENSMUSG00000003269	-0.71417937830653
3	ENSMUSG00000003273	0.652004867781616
1	ENSMUSG00000003279	-0.511049478765108
4	ENSMUSG00000003282	-0.325421180520426
2	ENSMUSG00000003283	1.53868737123498
4	ENSMUSG00000003299	1.25929430338493
8	ENSMUSG00000003308	-0.426520928533891
4	ENSMUSG00000003309	1.39220932734699
6	ENSMUSG00000003316	1.19304452539405
2	ENSMUSG00000003341	-0.617763515743162
4	ENSMUSG00000003344	1.05202223282059
9	ENSMUSG00000003345	0.585997368126737
4	ENSMUSG00000003346	0.261671507857702
6	ENSMUSG00000003348	-0.819681709443736
2	ENSMUSG00000003352	0.949635563473501
6	ENSMUSG00000003354	-0.17914219473089
6	ENSMUSG00000003355	0.751914017261376
2	ENSMUSG00000003360	0.521290365861238
3	ENSMUSG00000003363	2.16601758212011
5	ENSMUSG00000003378	1.47232830419763
4	ENSMUSG00000003380	1.74174879981096
2	ENSMUSG00000003382	-2.12642934810894
3	ENSMUSG00000003402	1.43117803406604
6	ENSMUSG00000003410	0.379870537156763
5	ENSMUSG00000003411	1.24818225126412
7	ENSMUSG00000003418	-0.66297368128018
3	ENSMUSG00000003420	1.93434136538112
4	ENSMUSG00000003421	0.421546939672115
6	ENSMUSG00000003423	1.21879115506008
1	ENSMUSG00000003429	1.83558209019305
6	ENSMUSG00000003435	0.597098925808596
8	ENSMUSG00000003436	0.415524155213644
9	ENSMUSG00000003437	-0.232709740076257
10	ENSMUSG00000003438	0.606605569339208
9	ENSMUSG00000003444	-0.415610197378162
2	ENSMUSG00000003452	-1.00700853843354
3	ENSMUSG00000003458	1.14243153105514
5	ENSMUSG00000003464	0.822039012524834
8	ENSMUSG00000003469	-0.594099906652573
1	ENSMUSG00000003476	-0.572331994896604
10	ENSMUSG00000003484	1.99328499114141
8	ENSMUSG00000003500	0.95121639409863
1	ENSMUSG00000003518	-0.312464098375475
7	ENSMUSG00000003526	0.390714520714407
2	ENSMUSG00000003527	-1.09722014101051
9	ENSMUSG00000003528	1.65974057556983
6	ENSMUSG00000003531	1.51540830726893
4	ENSMUSG00000003534	-0.120627132814657
4	ENSMUSG00000003541	-2.83290655399773
2	ENSMUSG00000003545	-1.62155880280298
6	ENSMUSG00000003546	0.8989733851
8	ENSMUSG00000003549	0.597915636535124
2	ENSMUSG00000003559	0.575111192801933
8	ENSMUSG00000003573	0.437847006887637
1	ENSMUSG00000003575	-0.15728032470897
4	ENSMUSG00000003581	0.219635367301105
2	ENSMUSG00000003585	0.879584960370441
2	ENSMUSG00000003604	0.742675140936563
9	ENSMUSG00000003617	1.5160804846911
6	ENSMUSG00000003623	0.397726911920646
4	ENSMUSG00000003657	1.06722692255628
6	ENSMUSG00000003660	1.28679751597343
7	ENSMUSG00000003662	0.0581435379573403
9	ENSMUSG00000003665	-2.40640657861442
6	ENSMUSG00000003680	0.304011998852119
5	ENSMUSG00000003721	0.350833533360684
2	ENSMUSG00000003731	0.133159362521856
5	ENSMUSG00000003752	-1.59689660848531
9	ENSMUSG00000003762	1.63127929815892
5	ENSMUSG00000003778	-1.03175981347465
3	ENSMUSG00000003779	0.426398710667601
6	ENSMUSG00000003808	0.480362552426908
9	ENSMUSG00000003809	1.07203610015947
2	ENSMUSG00000003810	0.146957593264707
6	ENSMUSG00000003812	0.266467347228665
3	ENSMUSG00000003813	1.00609718930707
9	ENSMUSG00000003814	2.09950140316736
8	ENSMUSG00000003824	1.16149728383096
7	ENSMUSG00000003847	-0.363246836147673
9	ENSMUSG00000003848	-0.884786525227066
10	ENSMUSG00000003849	1.22285525484808
4	ENSMUSG00000003863	0.0753296221614055
5	ENSMUSG00000003865	0.832493632793471
6	ENSMUSG00000003868	0.694447880941962
5	ENSMUSG00000003872	0.354968074345148
7	ENSMUSG00000003873	0.784349886157894
2	ENSMUSG00000003923	-0.748260751366129
6	ENSMUSG00000003929	-1.82347229100736
5	ENSMUSG00000003934	-0.420755021561084
8	ENSMUSG00000003948	0.595703847827749
9	ENSMUSG00000003949	0.199278996588261
7	ENSMUSG00000003955	1.36230706411436
3	ENSMUSG00000003970	1.5931521259425
7	ENSMUSG00000003992	-0.019547110114355
7	ENSMUSG00000004018	0.352819257034978
8	ENSMUSG00000004032	2.16977520995322
10	ENSMUSG00000004035	1.42076261123401
7	ENSMUSG00000004038	0.0325607052964209
1	ENSMUSG00000004040	-0.0357515547610375
2	ENSMUSG00000004043	0.251738408024967
6	ENSMUSG00000004044	1.10019693656094
1	ENSMUSG00000004054	-1.71519923026275
4	ENSMUSG00000004056	0.468486643390697
3	ENSMUSG00000004069	0.0719450922441542
10	ENSMUSG00000004070	-0.281566783342201
9	ENSMUSG00000004071	-0.41149191680342
1	ENSMUSG00000004085	-0.647268978285319
5	ENSMUSG00000004096	0.769736864445064
3	ENSMUSG00000004098	0.561380489092635
3	ENSMUSG00000004099	0.464082864047187
9	ENSMUSG00000004100	-1.90099638432081
6	ENSMUSG00000004105	0.403823842022358
4	ENSMUSG00000004113	0.986019989377347
1	ENSMUSG00000004127	-0.282328272313423
2	ENSMUSG00000004151	-0.409885863924735
2	ENSMUSG00000004187	1.17338193861896
8	ENSMUSG00000004207	2.08942596473516
1	ENSMUSG00000004221	0.0229604466967914
10	ENSMUSG00000004231	0.739841837027071
1	ENSMUSG00000004233	-0.248245737935208
2	ENSMUSG00000004263	0.191551944323031
4	ENSMUSG00000004264	0.799934972099256
4	ENSMUSG00000004266	0.604839526539834
2	ENSMUSG00000004267	0.107134611681094
7	ENSMUSG00000004268	0.331250987429791
8	ENSMUSG00000004270	1.68372103043781
9	ENSMUSG00000004285	1.19089838825296
3	ENSMUSG00000004317	-0.228449479842273
3	ENSMUSG00000004319	-0.635173350007934
6	ENSMUSG00000004341	0.903508357850274
7	ENSMUSG00000004347	0.294587401584938
1	ENSMUSG00000004356	0.176447724289827
9	ENSMUSG00000004359	-1.74150878373503
9	ENSMUSG00000004360	-0.65244883353206
7	ENSMUSG00000004364	-0.458369237859172
